amount,hour_of_day,day_of_week,is_online,merchant_risk,country_risk,customer_age_days,transaction_count_24h,amount_zscore,distance_from_home,device_age_days,is_new_device,distinct_merchants_24h,time_since_last_txn_hours,is_fraud
66.35,10,4,1,0.3003,0.0872,744,1,0.663,23.3,140,0,0,29.25,0
180.55,12,1,0,0.303,0.0937,506,2,0.289,41.0,332,0,3,6.72,0
148.77,19,6,0,0.143,0.0279,590,1,-0.376,3.4,178,0,1,38.72,0
487.72,9,0,0,0.0902,0.1003,474,4,-0.749,53.0,69,0,3,3.49,0
478.93,12,3,1,0.5631,0.114,777,3,0.847,1.2,29,0,2,6.481,0
846.61,11,0,0,0.3201,0.1518,248,1,-1.023,73.0,76,0,7,6.832,0
55.71,14,3,1,0.0891,0.1512,560,0,-1.368,8.7,280,0,3,6.047,0
81.82,19,0,0,0.1042,0.1236,794,0,0.608,36.2,207,1,3,6.64,0
56.89,19,2,0,0.1664,0.1328,163,2,1.089,13.4,321,0,1,19.36,0
96.86,12,5,0,0.1706,0.1324,552,3,-0.305,3.2,328,1,1,10.186,0
369.04,19,6,1,0.6654,0.0178,482,4,-0.589,7.7,227,1,2,24.531,0
150.7,19,5,0,0.4247,0.1275,690,3,-0.478,11.8,67,0,1,14.097,0
207.12,19,6,1,0.1973,0.0861,1007,2,-1.108,2.7,107,0,1,5.51,0
517.52,14,4,0,0.3376,0.1897,716,1,-0.131,22.3,136,0,5,6.441,0
129.39,12,0,0,0.1149,0.1164,827,1,-1.067,25.8,467,0,0,1.736,0
362.34,18,0,1,0.0712,0.3066,415,1,0.15,20.4,113,1,1,4.99,0
89.73,15,2,0,0.2308,0.1141,1202,6,0.377,40.3,138,0,1,19.104,0
282.14,21,2,1,0.1163,0.0214,895,1,-0.076,2.4,139,0,1,3.397,0
213.37,10,0,1,0.1565,0.0639,658,3,0.172,18.8,234,0,0,1.023,0
138.85,19,4,0,0.2238,0.3865,865,3,0.467,31.4,96,0,1,7.526,0
430.8,20,5,1,0.2724,0.0667,968,1,0.117,26.0,195,0,2,13.552,0
72.45,14,3,1,0.2321,0.181,799,1,0.352,29.4,146,0,0,20.634,0
413.3,10,1,1,0.2505,0.0364,518,1,0.985,38.4,98,1,1,12.098,0
316.84,12,4,1,0.3339,0.1863,677,1,-0.082,13.9,221,0,2,5.053,0
104.93,17,2,1,0.3511,0.1603,811,2,0.456,29.0,463,0,2,8.328,0
122.73,10,5,0,0.0835,0.0235,527,1,-0.799,12.3,436,0,2,0.539,0
733.74,22,4,1,0.537,0.7331,70,10,0.0,849.6,16,0,3,0.038,1
98.19,14,5,1,0.4691,0.0673,1101,2,1.427,37.0,64,0,0,4.471,0
11.87,11,0,1,0.2008,0.0431,619,1,-0.071,22.3,131,0,0,7.483,0
88.72,21,4,1,0.262,0.0979,1188,1,0.109,9.5,300,0,1,6.122,0
428.45,13,4,0,0.4661,0.336,343,1,0.412,32.0,95,0,3,2.274,0
142.93,12,2,1,0.1851,0.1179,667,3,1.418,13.9,142,0,1,53.988,0
380.01,19,4,1,0.3006,0.2309,365,0,0.216,14.5,185,0,1,22.905,0
261.82,19,3,1,0.1307,0.0916,404,2,0.678,28.3,251,0,1,6.241,0
212.19,12,3,0,0.085,0.1825,985,3,0.104,10.4,165,0,0,6.533,0
189.14,19,1,0,0.4067,0.0709,1361,0,0.41,16.0,233,0,1,4.411,0
159.17,18,0,1,0.1184,0.1598,776,0,-0.248,13.3,233,0,1,14.618,0
1359.41,11,2,1,0.3013,0.244,659,1,-1.034,14.0,188,0,1,5.125,0
25.94,13,3,0,0.1465,0.2034,713,3,0.34,50.5,236,0,3,5.223,0
172.75,12,3,1,0.0686,0.1586,386,3,0.527,8.6,292,0,1,0.961,0
332.54,8,1,0,0.0414,0.1017,480,1,-0.024,7.4,176,0,2,2.838,0
56.86,13,2,0,0.113,0.1575,1013,1,1.166,26.8,161,0,2,16.053,0
357.6,5,3,1,0.0549,0.1739,713,2,0.786,32.1,190,0,0,22.385,0
367.07,18,0,1,0.1512,0.2723,893,2,0.231,11.9,216,0,2,9.501,0
85.22,20,1,0,0.2117,0.0361,376,1,-0.538,17.4,108,0,2,1.33,0
155.9,10,2,0,0.2669,0.069,501,2,-0.15,4.1,156,0,1,2.981,0
63.5,15,2,1,0.3388,0.2695,664,2,1.417,56.7,287,0,1,18.518,0
410.24,11,5,1,0.2836,0.3644,405,1,-0.568,0.8,213,0,3,10.18,0
429.26,12,2,1,0.1577,0.1732,699,4,-1.049,23.2,55,0,1,20.703,0
112.87,17,4,0,0.1505,0.0818,666,1,-0.354,26.0,184,1,1,0.039,0
297.18,8,3,0,0.0987,0.0238,638,0,-0.052,8.9,369,0,1,8.519,0
273.11,20,1,1,0.0746,0.2362,600,2,-0.626,0.0,62,0,1,9.234,0
55.27,18,4,0,0.3682,0.0963,828,1,-0.94,40.2,217,0,1,1.872,0
1060.63,13,5,1,0.2082,0.3877,622,1,0.037,7.8,333,0,3,2.806,0
299.54,14,0,1,0.0248,0.0919,932,1,0.013,1.9,461,0,4,40.793,0
660.12,19,3,1,0.2366,0.3376,1019,2,1.403,42.0,84,0,1,28.788,0
67.31,20,0,1,0.3274,0.1277,445,0,-0.25,4.1,226,0,1,8.081,0
35.12,19,4,1,0.3621,0.1126,1111,2,-0.72,14.6,111,0,1,1.35,0
646.42,13,1,1,0.3386,0.3606,417,3,-0.242,8.2,114,0,0,0.918,0
128.22,13,2,1,0.4599,0.0517,425,2,2.106,20.4,223,0,3,0.775,0
416.11,13,3,0,0.1977,0.1667,952,2,0.171,32.6,119,0,0,4.414,0
98.25,17,2,0,0.1555,0.2555,724,5,-1.564,26.2,126,0,3,1.726,0
45.36,9,6,1,0.1725,0.0833,896,4,-0.849,13.5,195,0,0,0.137,0
271.63,20,4,1,0.0446,0.0472,556,1,-1.351,21.7,112,0,2,13.686,0
173.15,15,6,1,0.1675,0.1737,1208,0,-1.108,7.9,182,0,3,27.802,0
69.23,19,3,0,0.1843,0.0444,639,5,0.766,23.4,408,0,0,15.553,0
83.26,13,1,0,0.124,0.0273,282,3,0.732,31.0,188,0,1,3.12,0
105.95,23,4,1,0.2985,0.1403,629,0,0.955,19.4,284,0,1,34.184,0
155.22,19,1,0,0.2394,0.0136,198,2,-0.259,33.1,365,0,1,3.846,0
326.79,12,3,1,0.1895,0.0797,999,0,0.088,0.5,234,0,2,7.798,0
120.97,12,2,1,0.2491,0.3012,860,2,0.632,31.5,151,0,1,15.613,0
345.5,5,1,1,0.9711,0.4853,32,14,1.523,415.5,15,0,8,0.114,1
148.15,15,6,1,0.1603,0.046,434,2,-0.225,45.9,135,0,2,3.38,0
198.7,11,2,1,0.2358,0.2345,342,1,3.736,38.9,86,0,1,9.778,0
219.45,9,1,0,0.3466,0.1445,965,5,-1.501,8.6,70,0,4,12.966,0
37.31,15,1,0,0.0778,0.4634,847,2,0.233,5.2,182,0,3,27.82,0
327.5,18,4,1,0.2028,0.2389,534,3,1.921,13.6,126,1,1,2.302,0
245.1,17,3,1,0.1225,0.1751,1570,3,0.59,38.7,150,0,3,7.43,0
31.71,13,3,1,0.1075,0.0366,998,4,1.577,6.1,193,0,2,42.179,0
182.04,10,1,1,0.2413,0.4035,360,3,0.595,22.9,173,0,0,15.338,0
80.82,11,2,0,0.2258,0.2743,1070,4,-0.354,30.9,340,0,2,1.487,0
90.73,10,6,1,0.2645,0.2085,501,3,-0.147,2.8,143,0,3,36.279,0
136.62,9,4,1,0.103,0.1296,364,2,-0.777,24.7,247,0,0,15.313,0
71.29,17,1,1,0.1109,0.4596,890,1,-0.177,42.8,306,1,2,15.737,0
1161.68,17,0,1,0.8602,0.3586,86,9,4.725,442.4,6,1,6,0.314,1
102.62,19,0,0,0.1325,0.1483,583,7,-0.426,21.7,167,0,2,5.123,0
68.91,10,0,1,0.1192,0.0746,456,3,0.425,26.3,134,0,2,44.33,0
30.32,15,5,1,0.1526,0.1646,737,2,0.583,16.7,150,0,2,23.476,0
127.31,21,5,1,0.1726,0.2216,1249,3,-0.014,18.7,527,0,1,50.578,0
293.59,20,4,1,0.2266,0.0475,1014,1,-1.09,21.0,352,0,2,4.491,0
213.19,19,6,0,0.1467,0.3144,659,1,-0.793,5.8,155,0,1,2.628,0
101.12,12,0,1,0.1569,0.1852,1704,0,0.97,4.9,167,0,2,13.382,0
131.47,18,2,1,0.245,0.229,996,2,-0.552,11.8,276,0,2,37.491,0
261.84,8,2,0,0.1518,0.0578,902,0,-0.119,36.6,86,0,2,18.254,0
52.76,19,5,0,0.2341,0.0558,700,0,-0.842,38.9,189,0,2,41.984,0
101.07,19,6,1,0.0269,0.1319,566,3,-0.577,28.0,165,0,3,3.547,0
166.24,19,6,0,0.1283,0.1579,910,3,-0.644,1.3,299,1,2,25.678,0
394.26,20,4,1,0.458,0.1198,423,3,0.88,4.2,167,0,3,33.31,0
114.0,19,0,0,0.4443,0.2001,614,1,0.758,21.3,309,0,1,1.266,0
62.19,20,0,1,0.0728,0.1799,644,3,0.574,10.8,107,0,2,15.798,0
125.88,11,3,0,0.0527,0.0528,734,4,0.999,31.4,147,0,0,2.839,0
133.0,12,3,0,0.145,0.2542,132,2,-0.75,9.0,454,0,5,6.455,0
828.08,13,3,1,0.0981,0.0807,690,3,-0.174,18.5,100,0,4,0.198,0
284.86,17,0,0,0.605,0.0733,615,3,-1.375,43.5,267,0,0,17.941,0
274.58,22,4,1,0.3894,0.3338,727,2,0.306,7.7,139,1,2,10.411,0
196.36,21,2,1,0.0585,0.0959,566,1,0.422,13.2,243,0,0,13.985,0
392.58,18,5,1,0.7649,0.9176,59,12,1.453,953.1,10,0,5,0.262,1
576.87,18,4,0,0.2051,0.1446,1779,1,0.393,8.0,205,0,2,5.459,0
232.96,12,4,0,0.2664,0.1188,527,3,0.853,17.3,142,0,0,10.158,0
23.03,10,1,1,0.4916,0.134,343,3,-0.011,3.3,122,0,3,8.501,0
323.94,20,0,1,0.0695,0.2322,857,2,-0.608,17.6,126,0,2,20.884,0
82.99,13,2,0,0.2201,0.0868,274,1,1.415,4.8,231,0,0,1.79,0
70.98,22,2,1,0.2361,0.0931,705,2,-1.213,14.1,468,0,0,18.121,0
145.52,15,0,1,0.1166,0.286,765,3,-1.704,14.3,250,0,0,11.041,0
176.39,16,6,1,0.2492,0.1251,823,3,-0.084,6.7,245,1,2,7.512,0
431.99,22,4,1,0.712,0.6436,20,8,4.59,209.5,3,1,1,0.194,1
101.37,19,5,1,0.045,0.1554,714,1,0.546,23.6,227,0,4,19.811,0
176.02,19,3,1,0.2318,0.2842,469,8,0.285,3.3,243,0,1,6.134,0
319.59,14,0,1,0.0973,0.1946,872,2,0.317,11.3,291,0,0,9.433,0
85.73,11,4,1,0.1354,0.075,1301,2,1.836,14.3,132,0,1,2.103,0
96.6,11,5,1,0.1035,0.1351,1088,2,-0.082,29.4,125,1,1,2.71,0
156.13,11,2,1,0.0604,0.1194,558,1,-1.847,38.4,241,0,2,24.806,0
75.75,16,4,0,0.1292,0.1088,916,0,0.428,13.9,141,0,1,7.004,0
142.42,18,1,0,0.2479,0.2291,902,2,-1.472,1.4,81,0,0,1.836,0
689.83,19,5,1,0.027,0.123,720,2,-0.083,21.7,101,0,2,10.196,0
818.88,11,3,1,0.2018,0.2291,635,1,-1.204,18.4,215,0,2,6.535,0
70.5,19,4,1,0.2459,0.1626,415,0,1.176,18.2,109,0,3,17.934,0
280.54,18,3,0,0.1102,0.273,912,3,0.162,25.3,219,0,4,16.703,0
76.91,19,5,1,0.1992,0.3804,630,2,-0.082,31.0,234,0,0,14.53,0
687.07,17,1,1,0.1359,0.0863,879,0,0.458,6.8,161,1,1,5.481,0
401.48,13,6,0,0.198,0.0462,589,0,0.652,11.7,161,1,4,2.484,0
414.37,17,5,0,0.1762,0.1182,419,2,-0.039,29.9,100,0,1,0.99,0
94.87,9,1,1,0.1201,0.1124,832,2,0.526,4.4,152,1,2,9.38,0
516.73,11,4,1,0.3058,0.0479,948,2,-1.34,25.3,177,0,0,5.195,0
167.99,13,1,1,0.1733,0.0354,1383,2,1.483,10.2,271,0,2,10.166,0
142.34,11,4,0,0.1059,0.0617,465,2,0.041,24.1,102,0,0,18.309,0
172.18,18,6,1,0.1504,0.2012,459,4,0.323,6.2,310,0,0,4.222,0
117.02,8,0,1,0.111,0.0746,871,2,-0.957,7.6,215,0,1,1.078,0
1043.31,18,4,1,0.1703,0.0559,761,6,-0.796,43.0,332,0,1,5.294,0
32.5,14,2,1,0.0212,0.0654,581,1,0.093,24.4,206,0,0,30.817,0
610.76,9,1,0,0.143,0.1197,904,1,-0.592,11.8,359,0,3,9.082,0
444.03,17,2,0,0.2833,0.131,1360,6,-1.319,8.1,100,0,2,15.324,0
130.53,8,2,1,0.1892,0.2191,648,3,-0.894,35.1,246,0,1,12.839,0
195.72,21,2,1,0.3223,0.1387,641,4,0.468,11.3,161,0,0,30.895,0
430.49,18,3,1,0.1976,0.2035,1127,2,1.887,2.4,31,0,1,14.09,0
227.51,15,4,1,0.0875,0.0541,464,2,-0.34,40.2,285,0,0,40.793,0
505.76,13,4,1,0.1188,0.1203,457,3,-1.941,7.2,228,0,4,6.59,0
293.56,18,3,0,0.3199,0.2781,586,4,1.247,31.6,375,0,0,14.548,0
70.77,11,3,0,0.3172,0.0577,618,2,-0.607,3.0,264,0,1,6.938,0
37.68,13,5,1,0.3143,0.1677,688,2,0.068,17.6,144,0,1,6.321,0
300.23,8,5,1,0.0207,0.2047,378,1,-0.739,8.4,187,0,0,6.36,0
49.95,12,0,1,0.096,0.3074,646,2,0.557,28.9,180,0,3,6.761,0
456.14,11,0,0,0.1491,0.1305,349,2,0.494,10.4,150,0,1,7.977,0
189.13,10,3,1,0.2782,0.1458,870,3,0.17,8.0,147,0,4,40.044,0
240.41,13,2,0,0.3399,0.2246,961,2,1.934,64.9,94,0,1,0.766,0
35.34,20,2,1,0.289,0.0499,636,2,0.751,29.0,195,0,2,11.047,0
141.67,19,3,0,0.0674,0.0953,742,6,-1.072,25.8,384,0,1,0.828,0
396.82,21,1,0,0.3355,0.1328,520,2,-0.636,42.0,126,0,0,5.346,0
68.66,19,0,1,0.0632,0.067,478,1,1.509,45.1,60,0,2,27.112,0
67.13,17,0,1,0.125,0.2948,1196,3,-0.042,5.5,363,0,0,9.408,0
83.87,18,2,1,0.263,0.1093,730,1,-0.298,16.9,211,0,0,9.323,0
44.73,12,6,0,0.0415,0.0945,642,1,0.704,16.6,259,0,1,10.56,0
250.73,21,6,0,0.2203,0.25,402,1,-2.065,0.5,199,0,2,4.916,0
1518.42,8,4,1,0.6181,0.7458,135,13,3.733,654.7,3,0,6,0.975,1
402.5,18,5,1,0.1247,0.0313,618,4,-0.021,20.4,91,0,2,15.527,0
28.64,19,6,0,0.4061,0.3099,532,3,1.805,27.7,170,0,0,0.63,0
309.13,12,1,1,0.3768,0.1609,257,2,1.088,4.4,105,0,1,53.442,0
148.16,21,0,1,0.077,0.2316,1248,2,0.544,9.4,126,0,2,23.033,0
108.65,16,3,1,0.3278,0.0283,353,2,0.24,28.6,61,0,2,0.388,0
49.17,19,3,1,0.2747,0.1193,1089,1,0.522,2.8,43,0,2,11.663,0
41.98,18,0,0,0.1596,0.2716,738,1,0.818,32.7,339,0,2,1.628,0
621.71,12,1,0,0.169,0.2309,303,3,0.071,40.9,201,0,2,13.414,0
204.9,18,4,1,0.4292,0.1307,535,2,0.852,34.5,149,0,0,11.566,0
397.03,8,6,0,0.0253,0.1798,862,1,-1.107,2.8,290,0,3,14.179,0
334.67,10,1,0,0.1455,0.2372,439,5,0.893,19.7,99,0,0,10.943,0
65.25,21,2,0,0.0823,0.1124,381,3,-0.084,21.4,278,0,1,1.421,0
32.16,18,3,1,0.2686,0.1408,819,2,-0.615,35.2,181,1,2,0.153,0
104.63,9,4,0,0.028,0.3619,1074,2,0.264,40.9,265,1,0,6.724,0
253.62,10,6,1,0.135,0.1246,460,1,-1.418,51.6,235,0,2,37.261,0
451.65,21,3,1,0.1122,0.2444,752,0,-0.094,16.6,137,0,0,6.303,0
227.36,15,0,0,0.3919,0.0567,396,2,0.986,11.0,219,1,3,17.133,0
256.09,16,5,1,0.2229,0.2195,981,0,-0.61,1.2,322,0,1,5.867,0
145.56,11,4,0,0.1402,0.1452,1239,1,0.111,13.8,471,0,1,3.179,0
906.2,20,1,0,0.2349,0.29,566,2,1.35,6.0,216,0,2,2.094,0
83.32,20,3,0,0.2475,0.0546,528,2,-1.918,37.0,172,0,0,10.135,0
48.12,16,6,1,0.1777,0.0344,984,3,-0.363,36.9,220,0,4,7.61,0
140.89,9,4,1,0.2433,0.1625,1021,2,1.054,52.6,350,0,0,6.387,0
115.54,17,0,1,0.0853,0.2591,967,5,1.151,7.5,263,0,2,46.787,0
236.02,19,1,1,0.2491,0.3168,811,2,1.886,31.0,299,0,1,8.504,0
119.48,14,1,0,0.0929,0.4257,449,0,-0.962,9.6,52,0,2,24.259,0
97.55,14,1,0,0.209,0.4045,488,2,-1.524,25.9,195,1,3,5.853,0
449.11,14,0,0,0.1672,0.1876,554,1,0.602,3.1,318,1,1,3.058,0
342.58,20,6,1,0.2401,0.2599,1415,1,-1.905,3.3,224,0,2,11.789,0
153.09,19,0,1,0.0866,0.1953,461,3,-0.468,22.8,150,0,0,36.588,0
31.02,18,3,1,0.1365,0.1979,532,3,-0.16,6.1,138,0,0,6.645,0
118.01,9,1,1,0.1116,0.1229,546,1,-1.153,33.2,77,0,0,22.315,0
279.63,20,4,0,0.2998,0.0795,560,4,-0.309,2.9,273,0,0,29.79,0
110.27,9,5,1,0.469,0.1137,1139,3,-1.868,22.6,266,0,1,5.429,0
174.02,19,3,1,0.0969,0.0677,644,2,-0.353,15.7,241,0,2,9.65,0
145.38,19,5,1,0.1243,0.0161,772,2,-2.066,36.5,58,0,2,13.738,0
170.13,19,5,0,0.0994,0.1291,482,1,-1.689,1.5,168,0,0,11.779,0
120.29,11,0,0,0.0675,0.3083,771,1,-0.172,20.5,265,0,0,28.915,0
146.72,18,3,0,0.0166,0.3644,714,3,2.586,24.6,177,0,0,3.61,0
51.57,13,2,0,0.1131,0.1769,725,3,-1.742,7.2,123,0,2,1.654,0
323.56,15,3,1,0.0939,0.2944,541,0,0.297,30.1,235,0,2,3.192,0
1317.18,15,0,0,0.2561,0.1885,1060,2,1.185,11.6,171,0,2,5.907,0
78.88,12,4,0,0.3208,0.1088,502,1,-1.646,23.2,79,1,1,39.262,0
148.78,12,6,1,0.0818,0.3356,587,6,0.384,21.5,159,0,1,6.277,0
18.3,18,3,0,0.1821,0.3243,905,1,0.065,5.3,142,0,2,18.587,0
115.41,10,0,1,0.3397,0.1499,695,2,0.389,38.3,219,0,3,15.726,0
119.4,10,3,1,0.1133,0.2477,1091,2,-1.131,18.8,108,0,3,18.701,0
1008.81,19,0,0,0.2123,0.4035,582,1,-0.303,23.4,247,0,3,4.551,0
281.47,19,2,1,0.1541,0.1387,623,1,-1.432,2.0,70,0,1,3.158,0
813.79,19,3,1,0.2139,0.3116,562,3,0.383,14.8,380,1,0,4.018,0
104.33,11,2,0,0.1145,0.1026,1051,4,0.253,42.9,92,0,2,23.603,0
315.6,20,5,0,0.0347,0.1971,645,3,0.6,14.8,62,0,1,10.644,0
146.43,18,3,1,0.092,0.0748,752,4,1.871,0.1,118,0,2,8.689,0
836.51,0,1,1,0.7645,0.4455,89,10,3.086,842.8,6,0,4,0.078,1
112.36,18,1,1,0.1829,0.1276,979,4,-0.401,34.9,154,0,1,6.64,0
289.55,9,1,0,0.2086,0.0474,1084,3,-2.096,14.3,248,0,2,2.177,0
146.9,18,2,0,0.2814,0.1525,361,2,0.3,34.6,96,0,3,22.311,0
67.48,19,2,1,0.2536,0.0618,776,2,2.174,58.8,236,0,0,10.908,0
158.94,12,1,0,0.099,0.0651,787,0,-0.783,2.4,183,1,0,0.423,0
434.33,17,4,1,0.1741,0.1225,304,3,-0.733,24.2,385,0,6,27.353,0
187.68,12,0,1,0.2465,0.2513,509,3,0.742,13.0,327,0,1,11.222,0
247.93,16,0,0,0.173,0.0798,616,1,0.192,9.3,151,1,0,6.206,0
175.75,13,6,1,0.1789,0.1433,618,2,-0.928,5.1,129,0,5,0.654,0
76.84,13,3,1,0.1492,0.1523,621,2,1.072,9.3,212,0,1,0.939,0
70.81,20,1,0,0.0377,0.0746,924,1,-1.0,31.3,141,0,2,8.055,0
108.9,13,1,1,0.0321,0.0244,358,1,0.947,46.4,74,0,3,6.714,0
91.95,19,0,1,0.1958,0.0626,213,1,-0.461,22.7,300,0,4,17.244,0
191.01,19,1,1,0.0462,0.1101,741,0,-0.264,12.0,464,0,1,1.731,0
251.84,10,5,0,0.0624,0.221,421,2,1.183,26.2,128,0,0,12.689,0
282.14,12,5,0,0.0337,0.1415,930,2,-0.874,3.7,195,0,2,22.481,0
246.86,8,5,1,0.2591,0.0183,670,2,1.273,17.2,66,0,0,0.218,0
102.71,20,4,0,0.0971,0.1239,481,1,0.048,2.1,141,0,3,25.606,0
222.33,20,4,1,0.2797,0.2714,600,0,-0.098,8.4,157,1,2,7.191,0
55.56,22,3,1,0.1042,0.2418,771,1,0.569,49.8,59,0,2,3.392,0
156.98,11,0,1,0.1575,0.0834,218,0,0.877,21.7,63,0,2,16.895,0
152.8,11,4,0,0.139,0.0809,570,0,-0.1,16.4,180,0,1,16.676,0
102.47,17,2,1,0.1115,0.1308,361,4,0.854,7.7,213,0,1,0.822,0
267.91,19,1,0,0.0453,0.0934,745,1,-2.427,29.4,173,0,2,5.572,0
82.16,13,3,0,0.0931,0.2324,481,1,-1.408,1.9,252,0,1,25.429,0
328.61,12,6,1,0.1223,0.216,1129,2,2.008,23.4,242,1,0,7.793,0
36.36,12,2,0,0.1399,0.3199,1188,4,0.614,35.4,428,0,2,26.344,0
101.63,12,0,0,0.1174,0.1413,905,3,-0.923,22.5,162,0,0,1.487,0
132.67,16,2,1,0.0897,0.1113,421,0,0.025,19.4,292,0,1,4.841,0
537.25,17,0,1,0.3264,0.0445,514,1,1.47,12.2,203,0,1,2.338,0
501.25,16,2,1,0.1868,0.1397,270,2,-0.065,22.2,551,0,1,50.009,0
146.14,14,1,1,0.2021,0.0868,472,2,0.118,31.4,181,0,2,1.712,0
134.78,19,5,1,0.1039,0.1163,570,1,0.389,21.8,219,0,1,20.729,0
138.39,8,3,0,0.0971,0.0964,824,1,0.202,61.3,62,0,1,8.1,0
76.25,17,1,0,0.0699,0.2608,939,4,0.012,16.3,224,0,3,11.023,0
232.4,15,3,1,0.1431,0.0864,341,0,-2.169,36.1,224,1,3,2.776,0
130.47,14,1,1,0.2081,0.1427,495,0,-0.385,16.1,148,0,3,1.336,0
166.04,18,6,1,0.2364,0.2012,845,3,-0.098,0.5,260,0,3,18.966,0
69.73,9,2,0,0.2086,0.1412,385,3,-0.26,24.7,175,0,2,1.852,0
128.04,19,3,0,0.0805,0.0955,1224,3,0.768,39.6,112,1,1,1.775,0
91.55,11,5,0,0.1694,0.2936,464,0,0.28,82.3,94,0,0,3.386,0
167.52,11,4,1,0.1599,0.1605,553,7,-0.293,17.1,170,0,1,2.225,0
220.49,12,1,0,0.1239,0.0176,295,2,0.777,46.3,175,0,1,25.763,0
183.18,19,4,0,0.2743,0.0584,391,2,0.908,4.2,361,0,0,7.623,0
186.71,14,2,0,0.128,0.4824,1239,1,0.573,36.9,118,0,2,1.122,0
336.46,9,5,0,0.268,0.2054,323,0,-0.499,12.5,60,0,0,30.619,0
110.05,13,1,0,0.052,0.1918,841,2,0.12,0.3,283,0,2,10.131,0
79.34,12,4,1,0.1128,0.2901,1059,1,1.638,5.1,406,0,4,19.632,0
63.33,20,2,0,0.1431,0.3156,679,4,1.461,7.8,90,0,3,0.994,0
116.46,19,5,0,0.2921,0.3828,584,3,0.202,53.7,686,0,3,11.362,0
42.6,13,3,0,0.1899,0.2202,518,1,1.408,18.8,83,0,6,4.656,0
64.8,22,3,1,0.2829,0.2593,932,7,2.629,46.0,367,0,1,52.077,0
156.08,13,3,1,0.286,0.0823,321,2,-1.237,6.7,266,1,1,3.739,0
119.04,10,2,1,0.0555,0.0766,365,2,0.439,37.1,238,0,2,1.402,0
206.81,9,4,1,0.2115,0.1701,596,3,-0.488,24.8,139,1,1,5.244,0
194.44,13,4,1,0.1414,0.0324,1246,4,-0.39,3.6,117,1,4,0.358,0
129.12,18,4,0,0.0361,0.1564,584,1,-1.044,11.5,170,0,0,11.386,0
102.2,18,4,0,0.3024,0.1077,887,1,-0.513,26.3,263,0,0,14.839,0
192.18,10,4,1,0.1694,0.0353,1432,2,0.966,29.7,244,0,1,12.365,0
369.49,17,2,1,0.0082,0.2479,692,2,-1.168,31.7,61,0,3,18.813,0
45.26,10,3,1,0.1356,0.3225,1066,2,1.498,6.2,173,0,1,2.538,0
36.46,10,4,1,0.1614,0.2704,549,0,1.689,9.4,153,0,1,24.712,0
245.54,9,0,0,0.0469,0.0862,479,1,-1.201,14.0,221,0,3,20.933,0
35.12,10,2,1,0.2266,0.2068,680,4,-0.348,24.6,104,0,0,5.283,0
491.81,17,6,1,0.0785,0.2596,508,0,1.193,27.6,165,0,1,6.753,0
194.43,19,0,0,0.1931,0.3026,937,2,-0.048,36.5,170,0,1,10.988,0
179.86,9,5,1,0.1337,0.1347,506,1,-0.13,29.5,187,0,1,14.782,0
63.09,20,0,1,0.0583,0.123,541,7,-0.79,8.9,220,0,3,4.57,0
204.23,8,2,0,0.092,0.1819,581,1,-0.056,21.7,211,1,1,16.071,0
44.91,15,2,1,0.0337,0.3455,374,0,-0.624,15.2,79,0,5,17.048,0
115.79,10,4,1,0.2207,0.0958,755,3,-0.414,14.9,31,1,3,3.223,0
49.36,17,6,1,0.174,0.2314,906,2,-1.523,18.6,101,0,1,3.822,0
362.29,10,0,0,0.2033,0.0416,1114,1,1.778,39.8,198,0,1,6.168,0
261.53,10,1,1,0.2092,0.3273,630,0,-1.959,7.7,109,0,0,7.933,0
60.82,12,3,1,0.24,0.1002,1149,2,0.401,40.7,163,0,1,2.025,0
75.89,19,4,0,0.2809,0.0798,465,0,-0.824,20.1,130,0,2,26.379,0
544.65,20,3,1,0.2917,0.0442,824,5,0.29,4.5,130,0,0,5.043,0
265.14,19,0,1,0.3003,0.0458,555,2,-0.115,8.2,103,0,0,33.34,0
205.74,20,3,1,0.0972,0.3656,962,1,0.038,10.2,216,0,1,4.577,0
119.03,16,4,1,0.3176,0.0909,1051,3,-0.646,51.8,322,0,1,29.321,0
631.66,17,0,1,0.3968,0.103,942,1,-0.87,0.5,306,0,0,16.482,0
162.87,20,0,0,0.32,0.1618,350,2,-0.736,28.0,187,0,0,5.011,0
183.56,15,1,1,0.1882,0.0778,735,1,-1.653,8.4,145,0,2,8.032,0
669.81,18,1,0,0.1647,0.1116,938,1,-0.192,18.8,250,0,0,1.326,0
170.17,18,5,1,0.0359,0.0939,584,1,0.297,5.4,278,0,3,6.904,0
173.72,19,1,0,0.0535,0.2258,434,2,2.068,17.8,146,0,2,42.273,0
121.38,18,1,0,0.1854,0.2159,764,2,1.315,0.9,436,0,1,2.134,0
466.51,19,1,1,0.0742,0.1768,542,3,1.331,10.2,148,0,2,1.519,0
876.61,11,2,0,0.4827,0.2733,531,1,-0.871,29.5,235,0,1,2.928,0
114.36,19,2,1,0.05,0.1808,542,1,0.159,17.9,204,0,0,0.877,0
85.33,20,4,1,0.2093,0.1473,905,1,-1.78,20.8,127,0,0,3.249,0
539.12,13,0,1,0.0973,0.1638,960,3,-0.701,14.8,105,0,1,8.006,0
177.13,14,6,1,0.0179,0.1987,356,1,0.37,6.3,271,0,3,3.356,0
120.29,18,4,0,0.2048,0.3513,692,2,0.334,1.0,117,1,3,7.814,0
